time,latitude,longitude,depth,mag,place
2023-02-17T04:25:07.680Z,51.859,-177.9676667,3.91,1.23,"Andreanof Islands, Aleutian Islands, Alaska"
2023-02-17T04:20:50.000Z,51.8565,-177.9601667,3.53,1.92,"91 km W of Adak, Alaska"
2023-02-17T04:12:44.620Z,51.85816667,-177.9641667,3.1,1.15,"91 km W of Adak, Alaska"
2023-02-17T04:05:23.020Z,58.226,-155.191,4.15,-0.04,Alaska Peninsula
2023-02-17T04:01:58.010Z,35.6673333,-117.4748333,9.7,1.31,"13km SSW of Searles Valley, CA"
2023-02-17T03:58:52.150Z,40.5216667,-124.3936667,16.02,1.79,"12km WSW of Ferndale, CA"
2023-02-17T03:57:59.470Z,37.6251667,-118.8478333,5.87,0.7,"12km E of Mammoth Lakes, CA"
2023-02-17T03:55:14.609Z,36.37966667,-97.64683333,8,1.21,"5 km ENE of Fairmont, Oklahoma"
2023-02-17T03:54:11.930Z,46.84466667,-121.7416667,-0.68,0.13,"24 km ENE of Ashford, Washington"
2023-02-17T03:54:08.980Z,41.6395,-112.1178333,5.37,0.91,"2 km NNE of Bear River City, Utah"
2023-02-17T03:21:25.020Z,51.85933333,-177.9616667,3.99,1.09,"Andreanof Islands, Aleutian Islands, Alaska"
2023-02-17T03:19:27.980Z,60.05533333,-153.03,3.7,-0.61,"67 km ENE of Pedro Bay, Alaska"
2023-02-17T03:19:11.750Z,38.828167,-122.8044968,1.52,0.82,"7km NW of The Geysers, CA"
2023-02-17T03:16:35.024Z,39.2223,-120.0815,7.3,-0.2,"0 km S of Carnelian Bay, California"
2023-02-17T03:15:07.247Z,61.6905,-146.8242,35,1.7,"33 km SSE of Eureka Roadhouse, Alaska"
2023-02-17T03:13:44.260Z,51.85816667,-177.9566667,3.05,1.53,"91 km W of Adak, Alaska"
2023-02-17T03:02:29.260Z,38.8364983,-122.8363342,1.18,0.65,"10km NW of The Geysers, CA"
2023-02-17T02:56:16.470Z,19.25216675,-155.3963318,29.79999924,2.14,"10 km ENE of Pāhala, Hawaii"
2023-02-17T02:52:26.800Z,33.6765,-116.7276667,15.13,0.58,"7km S of Idyllwild, CA"
2023-02-17T02:51:12.130Z,58.2545,-155.1275,4.14,-0.11,"86 km NNW of Karluk, Alaska"
2023-02-17T02:48:29.490Z,38.8356667,-122.7900009,1.91,0.75,"6km WNW of Cobb, CA"
2023-02-17T02:45:45.187Z,59.8834,-151.3388,40.6,1.5,"16 km N of Fritz Creek, Alaska"
2023-02-17T02:43:33.710Z,58.18683333,-155.3263333,2.38,0.53,"86 km NW of Karluk, Alaska"
2023-02-17T02:39:44.090Z,17.94816667,-66.90616667,8.25,2.35,"2 km S of Guánica, Puerto Rico"
2023-02-17T02:31:20.700Z,44.794,-110.8106667,6.88,0.64,"22 km SSW of Mammoth, Wyoming"
2023-02-17T02:28:59.550Z,19.25666667,-155.3945,31.26,2.59,"10 km NE of Pāhala, Hawaii"
2023-02-17T02:26:34.460Z,18.09933333,-67.035,21.66,2.91,"2 km NNE of San Germán, Puerto Rico"
2023-02-17T02:25:38.150Z,33.6758333,-116.7753333,14.1,0.64,"9km SW of Idyllwild, CA"
2023-02-17T02:21:39.100Z,51.861,-177.9586667,4.06,1.14,"91 km W of Adak, Alaska"
2023-02-17T02:16:55.002Z,64.4435,-146.7469,8.1,1.2,"10 km NW of Harding-Birch Lakes, Alaska"
2023-02-17T02:16:38.150Z,33.4665,-116.5635,8.92,0.34,"14km SE of Anza, CA"
2023-02-17T02:11:55.147Z,62.0723,-151.173,2.4,2,"14 km NE of Skwentna, Alaska"
2023-02-17T02:11:31.829Z,1.0793,-28.0809,10,5.3,central Mid-Atlantic Ridge
2023-02-17T02:07:05.740Z,19.25200081,-155.3996735,30.73999977,1.98000002,"Island of Hawaii, Hawaii"
2023-02-17T02:03:39.290Z,58.182,-155.3785,0,1,"87 km NW of Karluk, Alaska"
2023-02-17T02:01:55.950Z,36.8038333,-121.5181667,4.46,1.82,"5km SSE of San Juan Bautista, CA"
2023-02-17T01:47:33.480Z,36.8041667,-121.5186667,4.53,1.87,"5km SSE of San Juan Bautista, CA"
2023-02-17T01:47:27.552Z,52.2245,-173.9248,161.212,4,"19 km E of Atka, Alaska"
2023-02-17T01:46:31.312Z,26.4738,128.7992,13.336,5.2,"82 km E of Nago, Japan"
2023-02-17T01:35:49.304Z,39.9275,-120.8692,17.5,0.9,"2 km ESE of East Quincy, California"
2023-02-17T01:31:13.300Z,37.6833333,-119.0403333,-2.18,0.82,"8km NW of Mammoth Lakes, CA"
2023-02-17T01:30:29.610Z,37.6571667,-119.0216667,-1.58,1.17,"4km WNW of Mammoth Lakes, CA"
2023-02-17T01:29:24.699Z,26.0429,123.5068,271.161,4.3,"181 km NNE of Yonakuni, Japan"
2023-02-17T01:24:24.080Z,35.5273333,-120.8263333,7.87,1.11,"11km NNE of Cayucos, CA"
2023-02-17T01:22:50.098Z,23.9297,121.5086,16.822,4.7,Taiwan
2023-02-17T01:19:15.310Z,38.5035,-122.4415,8.95,1.08,"2km E of St. Helena, CA"
2023-02-17T01:17:23.370Z,58.1905,-155.355,1.1,0.5,"87 km NW of Karluk, Alaska"
2023-02-17T01:15:51.235Z,58.1892,-155.3112,1.1,0.5,"85 km NW of Karluk, Alaska"
2023-02-17T01:13:21.920Z,33.682,-116.8236667,10.93,1.48,"10km SE of Valle Vista, CA"
2023-02-17T01:00:30.250Z,38.8253326,-122.7910004,1.24,0.95,"6km W of Cobb, CA"
2023-02-17T00:59:57.476Z,58.3707,-153.0008,67.7,2.1,"35 km N of Aleneva, Alaska"
2023-02-17T00:52:26.851Z,51.7892,-177.7355,89.2,3,"76 km W of Adak, Alaska"
2023-02-17T00:35:57.301Z,39.1579,40.1603,2.075,4.4,"10 km SE of Yayladere, Turkey"
2023-02-17T00:35:10.930Z,38.8353348,-122.8078308,0.51,1.15,"8km WNW of Cobb, CA"
2023-02-17T00:28:25.460Z,46.8445,-122.755,-0.26,1.23,"7 km SW of Rainier, Washington"
2023-02-17T00:23:01.442Z,62.6396,-149.516,59.9,1.6,"36 km NE of Chase, Alaska"
2023-02-17T00:19:50.192Z,32.10296631,-102.1278344,8.877075195,2.2,"12 km NNW of Midland, Texas"
2023-02-17T00:19:34.273Z,62.2656,-149.6734,57.2,1.4,Central Alaska
2023-02-17T00:08:35.299Z,64.9456,-147.2907,0,1.6,"14 km NW of Two Rivers, Alaska"
2023-02-16T23:40:40.390Z,58.3155,-154.6666667,5.77,0.15,Alaska Peninsula
2023-02-16T23:40:03.590Z,61.0625,-152.2929,109.7,2,"62 km W of Tyonek, Alaska"
2023-02-16T23:32:34.097Z,61.5342,-150.5551,61.5,3.9,"2 km WSW of Susitna, Alaska"
2023-02-16T23:31:19.230Z,38.831,-122.8171667,2.22,1.08,"8km NW of The Geysers, CA"
2023-02-16T23:16:12.398Z,-5.6491,128.6764,335.02,4.9,"222 km SSE of Ambon, Indonesia"
2023-02-16T23:12:42.780Z,49.09933333,-122.1658333,-0.68,1.35,"7 km NE of Abbotsford, Canada"
2023-02-16T23:10:19.844Z,31.66996036,-104.5848837,6.671435547,1.9,"59 km SSW of Whites City, New Mexico"
2023-02-16T23:10:17.100Z,52.21716667,-174.1686667,12.54,1.24,"3 km NE of Atka, Alaska"
2023-02-16T22:59:02.452Z,59.4958,-152.5173,69.4,1.7,"37 km WNW of Nanwalek, Alaska"
2023-02-16T22:50:24.260Z,46.20133333,-122.184,4.84,0.14,"38 km NNE of Amboy, Washington"
2023-02-16T22:48:32.907Z,60.9742,-150.6762,46.5,1.7,"Kenai Peninsula, Alaska"
2023-02-16T22:47:54.710Z,35.6063333,-117.5891667,6.86,1.2,"8km ESE of Ridgecrest, CA"
2023-02-16T22:44:17.875Z,62.1693,-150.2333,54.6,1.5,"16 km S of Trapper Creek, Alaska"
2023-02-16T22:43:09.020Z,19.24233246,-155.39534,30.73999977,2.0999999,"9 km ENE of Pāhala, Hawaii"
2023-02-16T22:30:36.920Z,58.6434,-156.1848,179.3,2,"28 km E of King Salmon, Alaska"
2023-02-16T22:27:20.080Z,58.25716667,-155.5276667,5.79,-0.64,"81 km SE of King Salmon, Alaska"
2023-02-16T22:25:47.180Z,53.8525,-166.9068333,4.59,-0.1,"24 km W of Dutch Harbor, Alaska"
2023-02-16T22:22:10.690Z,53.8515,-166.9106667,5.82,1.12,"Fox Islands, Aleutian Islands, Alaska"
2023-02-16T22:22:05.950Z,37.6075,-118.792,2.23,0.91,"11km WNW of Toms Place, CA"
2023-02-16T22:15:03.290Z,40.52,-124.4793333,15.75,2.06,"19km WSW of Ferndale, CA"
2023-02-16T22:11:39.370Z,35.6311667,-117.5861667,9.69,1.76,"8km E of Ridgecrest, CA"
2023-02-16T22:06:12.551Z,59.2171,-151.9275,67.4,1.7,"15 km S of Nanwalek, Alaska"
2023-02-16T22:02:52.310Z,61.7035,-150.8105,3.1,3,"23 km NW of Susitna, Alaska"
2023-02-16T21:42:58.910Z,33.4696667,-116.5676667,8.88,0.49,"14km SE of Anza, CA"
2023-02-16T21:35:57.350Z,32.7981667,-115.4293333,13.29,1.56,"5km WSW of Holtville, CA"
2023-02-16T21:14:17.110Z,37.6515,-119.0203333,-1.12,1.75,"4km WNW of Mammoth Lakes, CA"
2023-02-16T21:13:31.990Z,58.2525,-155.04,3.84,-0.46,"83 km NNW of Karluk, Alaska"
2023-02-16T21:09:25.360Z,38.8278351,-122.8186646,0.56,1.27,"8km NW of The Geysers, CA"
2023-02-16T21:08:14.286Z,31.64677285,-104.2318581,7.982543945,1.7,"55 km NW of Toyah, Texas"
2023-02-16T21:03:29.640Z,33.9393333,-117.0541667,9.47,1.04,"5km S of Calimesa, CA"
2023-02-16T20:56:35.288Z,-30.8604,-177.5043,10,4.8,"Kermadec Islands, New Zealand"
2023-02-16T20:44:27.286Z,59.6598,-152.1975,86.6,1.4,"24 km WSW of Anchor Point, Alaska"
2023-02-16T20:30:12.720Z,45.92483333,-122.4093333,-0.83,1.15,"3 km ENE of Amboy, Washington"
2023-02-16T20:30:05.110Z,33.475,-116.5665,8.04,0.7,"13km SE of Anza, CA"
2023-02-16T20:24:01.230Z,32.63,-116.9705,-0.34,1.45,"6km ESE of Bonita, CA"
2023-02-16T20:19:13.134Z,63.0195,-151.3114,14.3,1.4,"61 km SSE of Denali National Park, Alaska"
2023-02-16T20:18:37.505Z,32.7557373,-100.6690644,6.113688151,2.098466648,"15 km NNE of Hermleigh, Texas"
2023-02-16T20:18:17.124Z,31.60969925,-103.9776801,7.365551758,1.7,"37 km NNW of Toyah, Texas"
2023-02-16T20:17:51.060Z,39.757,-123.4434967,4.74,2.4,"8km NNE of Laytonville, CA"
2023-02-16T20:03:24.460Z,38.8361664,-122.7835007,2.2,0.68,"6km WNW of Cobb, CA"
2023-02-16T20:01:26.610Z,56.866,-158.159,6.25,0.1,"29 km ESE of Port Heiden, Alaska"
2023-02-16T19:57:26.788Z,31.69009537,-104.2940882,7.982543945,2.1,"54 km S of Whites City, New Mexico"
2023-02-16T19:54:49.810Z,38.8373337,-122.7981644,1.33,0.23,"7km WNW of Cobb, CA"
2023-02-16T19:50:20.080Z,38.8413315,-122.8248367,1.65,0.65,"9km WNW of Cobb, CA"
2023-02-16T19:47:49.648Z,36.1764,35.7911,10,5.2,"22 km W of Uzunbağ, Turkey"
2023-02-16T19:47:02.600Z,38.8103333,-122.8199997,3.01,0.65,"7km WNW of The Geysers, CA"
2023-02-16T19:38:27.550Z,19.25583267,-155.3986664,30.37999916,2.44,"10 km NE of Pāhala, Hawaii"
2023-02-16T19:25:06.660Z,38.8409996,-122.8079987,2.73,0.68,"8km WNW of Cobb, CA"
2023-02-16T19:23:41.980Z,38.836834,-122.8239975,1.17,1.1,"9km NW of The Geysers, CA"
2023-02-16T19:21:52.290Z,38.8236656,-122.8420029,1.76,0.25,"9km NW of The Geysers, CA"
2023-02-16T19:18:34.040Z,38.8381653,-122.8270035,1.52,0.72,"9km NW of The Geysers, CA"
2023-02-16T19:13:53.450Z,38.8388329,-122.8191681,1.95,2.62,"8km WNW of Cobb, CA"
2023-02-16T19:03:52.140Z,36.2195,-117.8563333,5.01,1.51,"15km ESE of Olancha, CA"
2023-02-16T19:02:44.419Z,31.64620231,-104.0215687,6.915661621,2.4,"40 km W of Mentone, Texas"
2023-02-16T19:02:34.720Z,19.22633362,-155.4343262,30.37000084,1.86000001,"5 km ENE of Pāhala, Hawaii"
2023-02-16T18:49:43.610Z,39.3438339,-123.161499,5.56,1.54,"10km NNE of Redwood Valley, CA"
2023-02-16T18:44:14.030Z,34.6458333,-119.5616667,9.51,1.72,"24km NNE of Montecito, CA"
2023-02-16T18:43:38.870Z,38.7896652,-122.7259979,1.84,1.04,"3km ENE of The Geysers, CA"
2023-02-16T18:41:36.890Z,47.99783333,-121.89,15.65,0.34,"3 km ENE of Lake Roesiger, Washington"
2023-02-16T18:37:25.770Z,38.847168,-122.8168335,1.42,0.7,"9km WNW of Cobb, CA"
2023-02-16T18:25:48.342Z,60.5142,-150.7797,38.3,1.6,"1 km NW of Funny River, Alaska"
2023-02-16T18:20:22.550Z,58.16933333,-155.3448333,2.09,0.41,Alaska Peninsula
2023-02-16T18:17:20.595Z,37.3127,70.5308,56.238,4.7,Afghanistan-Tajikistan border region
2023-02-16T18:17:09.785Z,60.6632,-143.177,18.4,1.5,"86 km S of McCarthy, Alaska"
2023-02-16T18:10:39.185Z,58.1049,-155.5744,21.4,1,"89 km NW of Karluk, Alaska"
2023-02-16T18:06:35.874Z,58.1854,-155.3925,0,1.4,"88 km NW of Karluk, Alaska"
2023-02-16T17:59:17.870Z,58.296,-154.9748333,2.18,-0.1,"86 km NNW of Karluk, Alaska"
2023-02-16T17:56:13.497Z,-21.623,-177.0853,200.944,4.8,Fiji region
2023-02-16T17:53:45.780Z,33.406,-116.385,3.35,1.23,"17km N of Borrego Springs, CA"
2023-02-16T17:49:24.600Z,38.8206673,-122.7630005,1.83,1.22,"4km W of Cobb, CA"
2023-02-16T17:45:03.430Z,58.17616667,-155.3201667,1.27,-0.18,"84 km NW of Karluk, Alaska"
2023-02-16T17:42:09.644Z,61.6329,-146.449,36.7,1.6,"43 km SSE of Nelchina, Alaska"
2023-02-16T17:41:20.841Z,63.106,-150.6483,118.4,1.6,"68 km N of Petersville, Alaska"
2023-02-16T17:34:58.062Z,61.6171,-149.8355,72.3,1.4,"1 km SSW of Houston, Alaska"
2023-02-16T17:30:39.380Z,44.7915,-110.8106667,5.71,0.66,"22 km SSW of Mammoth, Wyoming"
2023-02-16T17:27:04.220Z,44.4833333,-110.4488333,3.21,-0.23,"55 km ESE of West Yellowstone, Montana"
2023-02-16T17:26:32.670Z,44.7773333,-110.815,5.4,1.47,Wyoming
2023-02-16T17:25:47.110Z,44.799,-110.8101667,7.24,0.91,Wyoming
2023-02-16T17:14:19.870Z,17.93916667,-66.89666667,11.53,2.08,"3 km SSE of Guánica, Puerto Rico"
2023-02-16T16:54:51.460Z,35.8835,-117.6536667,4.23,1.46,"24km ESE of Little Lake, CA"
2023-02-16T16:54:05.189Z,60.5519,-151.053,52.5,1.6,"2 km NE of Ridgeway, Alaska"
2023-02-16T16:53:51.270Z,60.04266667,-153.0653333,1.17,-0.47,"64 km ENE of Pedro Bay, Alaska"
2023-02-16T16:51:54.397Z,64.6798,-149.6597,17.6,1.1,"27 km WNW of Four Mile Road, Alaska"
2023-02-16T16:49:59.780Z,60.00183333,-153.1193333,1.59,-1.23,"60 km ENE of Pedro Bay, Alaska"
2023-02-16T16:47:31.620Z,40.5078333,-124.4268333,17.97,2.08,"16km WSW of Ferndale, CA"
2023-02-16T16:40:54.385Z,57.0823,-157.3581,2.3,2.5,"48 km S of Ugashik, Alaska"
2023-02-16T16:38:32.216Z,37.9225,37.5073,10,4.1,"7 km SE of Nurhak, Turkey"
2023-02-16T16:29:41.580Z,38.8338318,-122.7921677,1.65,0.73,"6km WNW of Cobb, CA"
2023-02-16T16:29:22.210Z,33.673,-116.7753333,9.86,0.84,"9km SW of Idyllwild, CA"
2023-02-16T16:18:42.730Z,33.7363333,-116.6888333,13.28,0.93,"3km E of Idyllwild, CA"
2023-02-16T16:18:31.170Z,33.7343333,-116.6941667,14.06,0.94,"2km ESE of Idyllwild, CA"
2023-02-16T16:18:07.170Z,44.7776667,-110.8141667,5.42,1.64,"23 km SSW of Mammoth, Wyoming"
2023-02-16T16:14:56.760Z,34.1001667,-116.6405,5.2,1.14,"8km NW of Morongo Valley, CA"
2023-02-16T16:14:19.279Z,62.1318,-148.6614,14.2,1.7,"38 km NNW of Chickaloon, Alaska"
2023-02-16T16:13:19.060Z,54.142,-165.9675,2.75,-0.32,"12 km W of Akutan, Alaska"
2023-02-16T16:07:52.300Z,47.1805,-122.2058333,14.39,1.87,"1 km WNW of Bonney Lake, Washington"
2023-02-16T15:57:22.450Z,60.044,-153.0853333,-0.61,-0.82,Southern Alaska
2023-02-16T15:55:33.940Z,-21.8635,-11.6516,10,5.4,southern Mid-Atlantic Ridge
2023-02-16T15:54:21.890Z,58.253,-155.1288333,1.87,-0.48,"86 km NNW of Karluk, Alaska"
2023-02-16T15:41:17.220Z,38.847332,-122.8040009,8.57,0.73,"8km WNW of Cobb, CA"
2023-02-16T15:36:40.060Z,40.7121658,-122.2978363,17.29,1.84,"7km ENE of Shasta Lake, CA"
2023-02-16T15:28:57.010Z,58.24383333,-155.1488333,1.54,-0.36,Alaska Peninsula
2023-02-16T15:13:54.976Z,-5.427,34.961,10,4.9,"38 km SSE of Ikungi, Tanzania"
2023-02-16T15:11:56.590Z,19.25266647,-155.4086609,31.35000038,2.18000007,"9 km NE of Pāhala, Hawaii"
2023-02-16T15:05:53.000Z,38.8218346,-122.8101654,2.83,1.18,"7km NW of The Geysers, CA"
2023-02-16T14:54:37.259Z,62.9087,-149.9381,74,1,"51 km N of Chase, Alaska"
2023-02-16T14:54:12.384Z,38.171,-117.811,10.3,1.3,"35 km SE of Mina, Nevada"
2023-02-16T14:52:22.256Z,59.1574,-153.5701,76.8,1.7,"68 km SE of Pope-Vannoy Landing, Alaska"
2023-02-16T14:45:42.064Z,38.2035,37.8096,10,4.5,"14 km NNW of Doğanşehir, Turkey"
2023-02-16T14:44:14.663Z,62.0682,-149.7443,30.3,2.7,"11 km SSE of Susitna North, Alaska"
2023-02-16T14:39:31.760Z,38.8274994,-122.7903366,1.42,1.26,"6km W of Cobb, CA"
2023-02-16T14:32:05.860Z,33.3875,-116.8966667,6.06,1.61,"5km NW of Palomar Observatory, CA"
2023-02-16T14:24:44.710Z,17.97116667,-66.8465,15.72,2.02,"3 km SW of Indios, Puerto Rico"
2023-02-16T14:15:13.755Z,31.51241174,-104.0027715,8.625244141,1.8,"29 km NW of Toyah, Texas"
2023-02-16T14:10:33.360Z,38.8171654,-122.8063354,3.09,1.03,"6km NW of The Geysers, CA"
2023-02-16T14:03:35.540Z,53.92766667,-166.6706667,3.61,0.13,"9 km WNW of Dutch Harbor, Alaska"
2023-02-16T13:56:12.740Z,33.4713333,-116.5011667,13.12,1.28,"18km ESE of Anza, CA"
2023-02-16T13:48:57.930Z,38.7724991,-122.7358322,1.19,0.94,"2km ESE of The Geysers, CA"
2023-02-16T13:41:20.500Z,38.8058319,-122.7386703,1.81,1.24,"2km SW of Cobb, CA"
2023-02-16T13:34:15.840Z,38.8171654,-122.8065033,3.04,1.17,"6km NW of The Geysers, CA"
2023-02-16T13:28:56.229Z,62.0369,-149.8747,34.9,2.5,"13 km S of Susitna North, Alaska"
2023-02-16T13:28:29.390Z,37.206,-121.4621667,9.88,0.49,"19km NE of San Martin, CA"
2023-02-16T13:28:24.990Z,37.6,-121.8498333,12.78,1.1,"4km E of Sunol, CA"
2023-02-16T13:26:11.987Z,39.3982,-119.6793,7.9,0.7,"10 km NNW of Virginia City, Nevada"
2023-02-16T13:22:50.604Z,40.2081,-119.8278,2.1,0.7,"27 km ENE of Herlong, California"
2023-02-16T13:15:40.151Z,31.60790335,-104.0911764,7.416967773,1.8,western Texas
2023-02-16T12:57:52.710Z,58.17716667,-155.2873333,-2.01,-0.39,"83 km NW of Karluk, Alaska"
2023-02-16T12:41:43.210Z,35.2025,-118.6691667,6.33,1.09,"14km E of Arvin, CA"
2023-02-16T12:38:35.600Z,38.8088341,-122.8160019,2.93,1.07,"6km NW of The Geysers, CA"
2023-02-16T12:37:25.607Z,31.3667,-115.7109,21.518,2.8,"51 km E of San Vicente, Mexico"
2023-02-16T12:25:28.086Z,32.75665283,-100.6508432,8.192342122,2.5,"16 km NE of Hermleigh, Texas"
2023-02-16T12:21:33.440Z,41.514,-112.1748333,5.01,0.36,"6 km SW of Corinne, Utah"
2023-02-16T12:15:07.850Z,36.92716667,-89.19666667,6.07,2.35,"2 km ENE of Wilson City, Missouri"
2023-02-16T12:09:21.060Z,36.9463348,-121.3131638,6.88,1.51,"13km NE of Hollister, CA"
2023-02-16T12:06:18.450Z,38.8306656,-122.7993317,2.11,0.44,"7km W of Cobb, CA"
2023-02-16T12:03:03.480Z,58.1895,-155.3228333,2.04,-0.18,Alaska Peninsula
2023-02-16T12:02:40.103Z,13.1899,-91.2837,10,5.1,"95 km SSW of Puerto San José, Guatemala"
2023-02-16T12:02:01.492Z,31.78298004,-103.7882106,8.033959961,1.6,"19 km WNW of Mentone, Texas"
2023-02-16T12:01:51.370Z,33.1553333,-115.6538333,5.2,0.89,"13km WNW of Calipatria, CA"
2023-02-16T12:01:28.720Z,33.135,-115.644,6.13,1.01,"11km N of Westmorland, CA"
2023-02-16T12:01:16.240Z,33.15,-115.6408333,5.93,1.09,"12km WNW of Calipatria, CA"
2023-02-16T12:01:05.660Z,33.1716667,-115.6098333,10.08,1.45,"10km WNW of Calipatria, CA"
2023-02-16T12:00:42.100Z,33.1673333,-115.6368333,10.64,0.99,"12km WNW of Calipatria, CA"
2023-02-16T11:55:13.830Z,58.17883333,-155.3405,-1.63,-0.47,"85 km NW of Karluk, Alaska"
2023-02-16T11:47:28.760Z,32.75299072,-100.6594179,7.165242513,2.4,"16 km NE of Hermleigh, Texas"
2023-02-16T11:40:03.550Z,38.8118324,-122.7836685,0.26,1.09,"4km NNW of The Geysers, CA"
2023-02-16T11:39:30.300Z,38.8455009,-122.8151703,1.49,0.95,"8km WNW of Cobb, CA"
2023-02-16T11:39:14.435Z,60.2099,-152.7215,113.1,1.9,"61 km WNW of Ninilchik, Alaska"
2023-02-16T11:34:44.489Z,59.8871,-153.02,107.7,1.5,"61 km E of Pedro Bay, Alaska"
2023-02-16T11:16:23.422Z,35.9277,35.768,10,4.8,"26 km W of Yayladağı, Turkey"
2023-02-16T11:15:55.503Z,37.0272,-115.9763,10.6,0,"57 km NNW of Indian Springs, Nevada"
2023-02-16T11:14:16.918Z,61.825,-146.1666,51.8,1.6,"29 km S of Tolsona, Alaska"
2023-02-16T11:08:09.690Z,33.1776667,-116.4153333,13.43,1.31,"10km SSW of Borrego Springs, CA"
2023-02-16T11:03:04.681Z,32.75848389,-100.6529869,6.725056966,2.2,"16 km NE of Hermleigh, Texas"
2023-02-16T10:59:36.556Z,36.7353,-116.253,6.4,0.1,"49 km ESE of Beatty, Nevada"
2023-02-16T10:58:22.160Z,37.5651667,-118.8745,2.42,0.64,"12km SE of Mammoth Lakes, CA"
2023-02-16T10:51:13.570Z,58.1805,-155.3073333,1.26,-0.24,"84 km NW of Karluk, Alaska"
2023-02-16T10:47:56.440Z,17.962,-66.82466667,13.88,2.14,"3 km S of Indios, Puerto Rico"
2023-02-16T10:47:44.796Z,32.75665283,-100.6529869,7.311971029,2.2,"16 km NE of Hermleigh, Texas"
2023-02-16T10:42:32.399Z,32.74932861,-100.6594179,9.121622721,2.6,"15 km NE of Hermleigh, Texas"
2023-02-16T10:41:24.020Z,59.35583333,-153.4331667,-1.17,-0.23,"61 km SE of Pedro Bay, Alaska"
2023-02-16T10:36:46.111Z,39.411,-119.7529,7.7,0.1,"13 km S of Sparks, Nevada"
2023-02-16T10:36:19.469Z,32.7520752,-100.6604897,7.678792318,2.1,"15 km NE of Hermleigh, Texas"
2023-02-16T10:33:58.690Z,14.9791,119.8273,50.602,5.1,"27 km W of San Nicolas, Philippines"
2023-02-16T10:33:40.870Z,53.82883333,-166.5875,6.26,-0.11,"6 km SW of Unalaska, Alaska"
2023-02-16T10:33:02.340Z,62.1301,-148.6748,12.8,1.6,"38 km NNW of Chickaloon, Alaska"
2023-02-16T10:29:04.849Z,32.74475098,-100.651915,8.656982422,4.7,"15 km NE of Hermleigh, Texas"
2023-02-16T10:27:51.680Z,44.7721667,-110.8255,3.44,0.52,"24 km SSW of Mammoth, Wyoming"
2023-02-16T10:25:08.029Z,40.0074,-119.5839,15.7,0.2,"6 km NNE of Sutcliffe, Nevada"
2023-02-16T10:22:34.040Z,44.7816667,-110.8236667,5.03,0.55,"23 km SSW of Mammoth, Wyoming"
2023-02-16T10:18:10.490Z,38.8339996,-122.7890015,1.79,0.25,"6km WNW of Cobb, CA"
2023-02-16T10:09:42.720Z,38.7845001,-122.7761688,13.84,0.75,"2km WNW of The Geysers, CA"
2023-02-16T10:08:18.171Z,62.6464,-150.4782,93,1.8,"22 km NE of Petersville, Alaska"
2023-02-16T09:53:56.528Z,60.964,-150.3097,39.3,1.7,"Kenai Peninsula, Alaska"
2023-02-16T09:51:35.592Z,31.68568407,-104.5427922,8.445288086,2.2,"56 km SSW of Whites City, New Mexico"
2023-02-16T09:51:35.466Z,31.67282465,-104.5415799,6.234399414,2.2,"57 km SSW of Whites City, New Mexico"
2023-02-16T09:47:45.901Z,44.9868,14.706,10,4.8,"4 km WNW of Baška, Croatia"
2023-02-16T09:36:47.619Z,61.5351,-152.0881,91.2,1.9,"62 km SW of Skwentna, Alaska"
2023-02-16T09:27:42.950Z,38.8235016,-122.8541641,2.4,0.31,"10km WNW of The Geysers, CA"
2023-02-16T09:19:28.510Z,34.0101667,-116.7151667,16.15,1.81,"12km NNE of Cabazon, CA"
2023-02-16T09:14:35.490Z,46.19616667,-122.1885,-1.78,0.03,"37 km NNE of Amboy, Washington"
2023-02-16T09:12:55.500Z,38.7898331,-122.7685013,2.3,0.74,"2km NW of The Geysers, CA"
2023-02-16T09:12:33.018Z,60.7862,-151.0581,56.8,1.9,"16 km NE of Nikiski, Alaska"
2023-02-16T09:07:35.320Z,41.507,-112.1761667,7.26,3.17,Utah
2023-02-16T09:05:16.923Z,31.65070753,-104.3101928,6.877099609,1.8,"58 km S of Whites City, New Mexico"
2023-02-16T09:04:19.224Z,37.4105,-115.4706,0,1.2,"27 km W of Alamo, Nevada"
2023-02-16T09:04:05.790Z,33.4455,-117.1163333,11.88,0.54,"6km SSE of Temecula, CA"
2023-02-16T09:00:52.907Z,63.2463,-150.4274,30.5,1.6,"72 km ESE of Denali National Park, Alaska"
2023-02-16T08:56:36.520Z,38.1613,-118.237,12.4,1.1,"27 km SSW of Mina, Nevada"
2023-02-16T08:51:42.680Z,38.8333321,-122.8075027,2.28,0.26,"7km W of Cobb, CA"
2023-02-16T08:50:43.520Z,34.0478333,-117.2566667,14.32,1.06,"0km E of Loma Linda, CA"
2023-02-16T08:41:40.540Z,38.8284988,-122.7818298,2.31,0.66,"5km W of Cobb, CA"
2023-02-16T08:32:36.440Z,53.8795,-166.4606667,6.06,-0.11,"4 km E of Unalaska, Alaska"
2023-02-16T08:27:50.420Z,35.9031667,-117.6908333,4.46,1.48,"20km E of Little Lake, CA"
2023-02-16T08:09:21.740Z,32.919,-116.2421667,6,1.07,"27km SSW of Ocotillo Wells, CA"
2023-02-16T07:57:19.630Z,35.6883333,-117.5326667,10.98,0.7,"15km SW of Searles Valley, CA"
2023-02-16T07:51:39.360Z,38.8339996,-122.8123322,2.22,0.76,"8km W of Cobb, CA"
